player,tID,team,role,cluster,is_handling,possessionID
DFL-OBJ-002GN4,DFL-CLU-00000H,Away,Defender,1,False,J03WQQ_Away_206
DFL-OBJ-002FXT,DFL-CLU-00000P,Home,Forward,3,False,J03WQQ_Away_206
DFL-OBJ-002GMO,DFL-CLU-00000P,Home,Defender,4,False,J03WQQ_Away_206
DFL-OBJ-002GN4,DFL-CLU-00000H,Away,Defender,1,False,J03WQQ_Away_207
DFL-OBJ-002GNL,DFL-CLU-00000H,Away,Defender,2,True,J03WQQ_Away_207
DFL-OBJ-002FZR,DFL-CLU-00000H,Away,Forward,1,True,J03WQQ_Away_209
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,1,False,J03WQQ_Away_214
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,1,True,J03WQQ_Away_216
DFL-OBJ-002GNL,DFL-CLU-00000H,Away,Defender,1,True,J03WQQ_Away_218
DFL-OBJ-002FZR,DFL-CLU-00000H,Away,Forward,1,False,J03WQQ_Away_220
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,1,False,J03WQQ_Away_225
DFL-OBJ-0028LZ,DFL-CLU-00000H,Away,Goalkeeper,2,True,J03WQQ_Away_225
DFL-OBJ-J0157X,DFL-CLU-00000H,Away,Unknown,2,False,J03WQQ_Away_225
DFL-OBJ-J0157X,DFL-CLU-00000H,Away,Unknown,1,False,J03WQQ_Away_227
DFL-OBJ-00008K,DFL-CLU-00000P,Home,Unknown,0,False,J03WQQ_Away_229
DFL-OBJ-0000F8,DFL-CLU-00000P,Home,Unknown,0,False,J03WQQ_Away_229
DFL-OBJ-002GN4,DFL-CLU-00000H,Away,Defender,0,True,J03WQQ_Away_229
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,2,False,J03WQQ_Away_229
DFL-OBJ-002GNL,DFL-CLU-00000H,Away,Defender,4,False,J03WQQ_Away_229
DFL-OBJ-0026RH,DFL-CLU-00000P,Home,Unknown,1,True,J03WQQ_Away_23
DFL-OBJ-002GM1,DFL-CLU-00000P,Home,Unknown,2,True,J03WQQ_Away_23
DFL-OBJ-0000NZ,DFL-CLU-00000P,Home,Defender,2,False,J03WQQ_Away_235
DFL-OBJ-0026RH,DFL-CLU-00000P,Home,Unknown,2,False,J03WQQ_Away_235
DFL-OBJ-0028HW,DFL-CLU-00000H,Away,Forward,2,True,J03WQQ_Away_235
DFL-OBJ-002FZR,DFL-CLU-00000H,Away,Forward,2,False,J03WQQ_Away_235
DFL-OBJ-J0130T,DFL-CLU-00000P,Home,Midfielder,2,False,J03WQQ_Away_235
DFL-OBJ-002GMO,DFL-CLU-00000P,Home,Defender,3,False,J03WQQ_Away_235
DFL-OBJ-0026V5,DFL-CLU-00000H,Away,Unknown,1,False,J03WQQ_Away_237
DFL-OBJ-002FZR,DFL-CLU-00000H,Away,Forward,2,True,J03WQQ_Away_237
DFL-OBJ-002FZR,DFL-CLU-00000H,Away,Forward,1,True,J03WQQ_Away_24
DFL-OBJ-0028HW,DFL-CLU-00000H,Away,Forward,1,True,J03WQQ_Away_250
DFL-OBJ-002GMO,DFL-CLU-00000P,Home,Defender,2,False,J03WQQ_Away_250
DFL-OBJ-0026RH,DFL-CLU-00000P,Home,Unknown,1,True,J03WQQ_Away_254
DFL-OBJ-0026V5,DFL-CLU-00000H,Away,Unknown,2,True,J03WQQ_Away_254
DFL-OBJ-J01KJ5,DFL-CLU-00000P,Home,Midfielder,2,False,J03WQQ_Away_254
DFL-OBJ-0000F8,DFL-CLU-00000P,Home,Unknown,1,False,J03WQQ_Away_255
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,2,True,J03WQQ_Away_255
DFL-OBJ-0027W9,DFL-CLU-00000H,Away,Defender,1,False,J03WQQ_Away_257
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,1,True,J03WQQ_Away_26
DFL-OBJ-0026V5,DFL-CLU-00000H,Away,Unknown,1,True,J03WQQ_Away_265
DFL-OBJ-00008K,DFL-CLU-00000P,Home,Unknown,1,True,J03WQQ_Away_266
DFL-OBJ-J014L2,DFL-CLU-00000H,Away,Unknown,2,False,J03WQQ_Away_266
DFL-OBJ-002FZR,DFL-CLU-00000H,Away,Forward,1,False,J03WQQ_Away_267
DFL-OBJ-00008K,DFL-CLU-00000P,Home,Unknown,1,False,J03WQQ_Away_270
DFL-OBJ-0000F8,DFL-CLU-00000P,Home,Unknown,2,False,J03WQQ_Away_270
DFL-OBJ-0027W9,DFL-CLU-00000H,Away,Defender,1,True,J03WQQ_Away_272
DFL-OBJ-0027AY,DFL-CLU-00000H,Away,Midfielder,1,True,J03WQQ_Away_274
DFL-OBJ-J01KJ5,DFL-CLU-00000P,Home,Midfielder,1,False,J03WQQ_Away_274
DFL-OBJ-0028HW,DFL-CLU-00000H,Away,Forward,1,True,J03WQQ_Away_276
DFL-OBJ-002GMO,DFL-CLU-00000P,Home,Defender,1,False,J03WQQ_Away_276
DFL-OBJ-00008K,DFL-CLU-00000P,Home,Unknown,0,False,J03WQQ_Away_28
DFL-OBJ-002GNL,DFL-CLU-00000H,Away,Defender,0,True,J03WQQ_Away_28
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,2,True,J03WQQ_Away_28
DFL-OBJ-0028LZ,DFL-CLU-00000H,Away,Goalkeeper,3,False,J03WQQ_Away_28
DFL-OBJ-002FXT,DFL-CLU-00000P,Home,Forward,3,False,J03WQQ_Away_28
DFL-OBJ-002G5J,DFL-CLU-00000P,Home,Midfielder,3,False,J03WQQ_Away_28
DFL-OBJ-002GIY,DFL-CLU-00000H,Away,Unknown,3,False,J03WQQ_Away_28
DFL-OBJ-002GM1,DFL-CLU-00000P,Home,Unknown,4,False,J03WQQ_Away_28
DFL-OBJ-002GN4,DFL-CLU-00000H,Away,Defender,5,True,J03WQQ_Away_28
DFL-OBJ-00005H,DFL-CLU-00000P,Home,Midfielder,0,False,J03WQQ_Away_281
DFL-OBJ-0028FW,DFL-CLU-00000P,Home,Goalkeeper,0,False,J03WQQ_Away_281
DFL-OBJ-J01HCH,DFL-CLU-00000H,Away,Midfielder,0,True,J03WQQ_Away_281
DFL-OBJ-0027W9,DFL-CLU-00000H,Away,Defender,1,True,J03WQQ_Away_284
DFL-OBJ-0000NZ,DFL-CLU-00000P,Home,Defender,1,False,J03WQQ_Away_286
DFL-OBJ-0028HW,DFL-CLU-00000H,Away,Forward,1,False,J03WQQ_Away_288
DFL-OBJ-00005H,DFL-CLU-00000P,Home,Midfielder,0,False,J03WQQ_Away_290
DFL-OBJ-00008K,DFL-CLU-00000P,Home,Unknown,1,False,J03WQQ_Away_292
DFL-OBJ-002GMO,DFL-CLU-00000P,Home,Defender,1,False,J03WQQ_Away_295
DFL-OBJ-J01KJ5,DFL-CLU-00000P,Home,Midfielder,2,False,J03WQQ_Away_298
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,1,False,J03WQQ_Away_30
DFL-OBJ-0026RH,DFL-CLU-00000P,Home,Unknown,2,False,J03WQQ_Away_30
DFL-OBJ-J0157X,DFL-CLU-00000H,Away,Unknown,2,True,J03WQQ_Away_30
DFL-OBJ-0028HW,DFL-CLU-00000H,Away,Forward,1,True,J03WQQ_Away_301
DFL-OBJ-002GNL,DFL-CLU-00000H,Away,Defender,1,True,J03WQQ_Away_306
DFL-OBJ-0000NZ,DFL-CLU-00000P,Home,Defender,1,False,J03WQQ_Away_312
DFL-OBJ-J01L1F,DFL-CLU-00000P,Home,Forward,3,False,J03WQQ_Away_312
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,1,True,J03WQQ_Away_313
DFL-OBJ-002GM9,DFL-CLU-00000P,Home,Defender,1,False,J03WQQ_Away_315
DFL-OBJ-00008K,DFL-CLU-00000P,Home,Unknown,0,False,J03WQQ_Away_38
DFL-OBJ-002FXT,DFL-CLU-00000P,Home,Forward,0,False,J03WQQ_Away_38
DFL-OBJ-002GN4,DFL-CLU-00000H,Away,Defender,0,False,J03WQQ_Away_38
DFL-OBJ-J0157X,DFL-CLU-00000H,Away,Unknown,0,False,J03WQQ_Away_38
DFL-OBJ-002GNL,DFL-CLU-00000H,Away,Defender,2,False,J03WQQ_Away_38
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,1,False,J03WQQ_Away_4
DFL-OBJ-002GN4,DFL-CLU-00000H,Away,Defender,2,True,J03WQQ_Away_4
DFL-OBJ-00008K,DFL-CLU-00000P,Home,Unknown,0,False,J03WQQ_Away_40
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,2,True,J03WQQ_Away_40
DFL-OBJ-002FXT,DFL-CLU-00000P,Home,Forward,3,False,J03WQQ_Away_40
DFL-OBJ-J01PRP,DFL-CLU-00000H,Away,Defender,4,True,J03WQQ_Away_40
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,1,True,J03WQQ_Away_44
DFL-OBJ-00008K,DFL-CLU-00000P,Home,Unknown,0,False,J03WQQ_Away_47
DFL-OBJ-0026RH,DFL-CLU-00000P,Home,Unknown,0,False,J03WQQ_Away_47
DFL-OBJ-0028FW,DFL-CLU-00000P,Home,Goalkeeper,0,False,J03WQQ_Away_47
DFL-OBJ-002GNL,DFL-CLU-00000H,Away,Defender,0,False,J03WQQ_Away_47
DFL-OBJ-0026V5,DFL-CLU-00000H,Away,Unknown,2,True,J03WQQ_Away_47
DFL-OBJ-002FZR,DFL-CLU-00000H,Away,Forward,3,False,J03WQQ_Away_47
DFL-OBJ-002GIY,DFL-CLU-00000H,Away,Unknown,4,False,J03WQQ_Away_47
DFL-OBJ-002GM9,DFL-CLU-00000P,Home,Defender,5,False,J03WQQ_Away_47
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,1,True,J03WQQ_Away_52
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,1,True,J03WQQ_Away_58
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,1,False,J03WQQ_Away_6
DFL-OBJ-002FXT,DFL-CLU-00000P,Home,Forward,2,False,J03WQQ_Away_6
DFL-OBJ-00008K,DFL-CLU-00000P,Home,Unknown,0,False,J03WQQ_Away_63
DFL-OBJ-0026RH,DFL-CLU-00000P,Home,Unknown,0,False,J03WQQ_Away_63
DFL-OBJ-002FXT,DFL-CLU-00000P,Home,Forward,0,False,J03WQQ_Away_63
DFL-OBJ-002FZR,DFL-CLU-00000H,Away,Forward,0,False,J03WQQ_Away_63
DFL-OBJ-002GIY,DFL-CLU-00000H,Away,Unknown,0,False,J03WQQ_Away_63
DFL-OBJ-J01KJ5,DFL-CLU-00000P,Home,Midfielder,0,False,J03WQQ_Away_63
DFL-OBJ-00008K,DFL-CLU-00000P,Home,Unknown,0,False,J03WQQ_Away_65
DFL-OBJ-0026RH,DFL-CLU-00000P,Home,Unknown,2,False,J03WQQ_Away_65
DFL-OBJ-002FZR,DFL-CLU-00000H,Away,Forward,4,True,J03WQQ_Away_65
DFL-OBJ-002GN4,DFL-CLU-00000H,Away,Defender,5,True,J03WQQ_Away_65
DFL-OBJ-J0157X,DFL-CLU-00000H,Away,Unknown,6,True,J03WQQ_Away_65
DFL-OBJ-00008K,DFL-CLU-00000P,Home,Unknown,0,False,J03WQQ_Away_67
DFL-OBJ-002GMO,DFL-CLU-00000P,Home,Defender,0,False,J03WQQ_Away_67
DFL-OBJ-002GN4,DFL-CLU-00000H,Away,Defender,0,False,J03WQQ_Away_67
DFL-OBJ-J0157X,DFL-CLU-00000H,Away,Unknown,0,False,J03WQQ_Away_67
DFL-OBJ-002GN4,DFL-CLU-00000H,Away,Defender,1,False,J03WQQ_Away_68
DFL-OBJ-002FXT,DFL-CLU-00000P,Home,Forward,1,False,J03WQQ_Away_70
DFL-OBJ-0026RH,DFL-CLU-00000P,Home,Unknown,1,False,J03WQQ_Away_71
DFL-OBJ-J0130T,DFL-CLU-00000P,Home,Midfielder,1,False,J03WQQ_Away_74
DFL-OBJ-J014L2,DFL-CLU-00000H,Away,Unknown,1,True,J03WQQ_Away_74
DFL-OBJ-002GN4,DFL-CLU-00000H,Away,Defender,1,True,J03WQQ_Away_77
DFL-OBJ-00008K,DFL-CLU-00000P,Home,Unknown,0,False,J03WQQ_Away_78
DFL-OBJ-0026RH,DFL-CLU-00000P,Home,Unknown,0,False,J03WQQ_Away_78
DFL-OBJ-002FXT,DFL-CLU-00000P,Home,Forward,0,False,J03WQQ_Away_78
DFL-OBJ-J0157X,DFL-CLU-00000H,Away,Unknown,0,False,J03WQQ_Away_78
DFL-OBJ-0000NZ,DFL-CLU-00000P,Home,Defender,1,False,J03WQQ_Away_78
DFL-OBJ-002GM1,DFL-CLU-00000P,Home,Unknown,3,False,J03WQQ_Away_78
DFL-OBJ-002GMO,DFL-CLU-00000P,Home,Defender,4,True,J03WQQ_Away_78
DFL-OBJ-002GN4,DFL-CLU-00000H,Away,Defender,1,True,J03WQQ_Away_79
DFL-OBJ-J0157X,DFL-CLU-00000H,Away,Unknown,2,False,J03WQQ_Away_79
DFL-OBJ-002GM9,DFL-CLU-00000P,Home,Defender,1,False,J03WQQ_Away_82
DFL-OBJ-J01PRP,DFL-CLU-00000H,Away,Defender,2,False,J03WQQ_Away_84
DFL-OBJ-0026RH,DFL-CLU-00000P,Home,Unknown,1,True,J03WQQ_Away_87
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,1,False,J03WQQ_Away_88
DFL-OBJ-J01PRP,DFL-CLU-00000H,Away,Defender,2,True,J03WQQ_Away_88
DFL-OBJ-002FXT,DFL-CLU-00000P,Home,Forward,1,False,J03WQQ_Away_90
DFL-OBJ-002FXT,DFL-CLU-00000P,Home,Forward,1,False,J03WQQ_Away_93
DFL-OBJ-002GM1,DFL-CLU-00000P,Home,Unknown,2,False,J03WQQ_Away_93
DFL-OBJ-0000NZ,DFL-CLU-00000P,Home,Defender,1,False,J03WQQ_Away_96
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,2,True,J03WQQ_Away_96
DFL-OBJ-0026RH,DFL-CLU-00000P,Home,Unknown,3,False,J03WQQ_Away_96
DFL-OBJ-002FXT,DFL-CLU-00000P,Home,Forward,5,False,J03WQQ_Away_96
DFL-OBJ-002GN4,DFL-CLU-00000H,Away,Defender,5,False,J03WQQ_Away_96
DFL-OBJ-002GNL,DFL-CLU-00000H,Away,Defender,5,True,J03WQQ_Away_96
DFL-OBJ-J0157X,DFL-CLU-00000H,Away,Unknown,5,False,J03WQQ_Away_96
DFL-OBJ-002GM1,DFL-CLU-00000P,Home,Unknown,6,False,J03WQQ_Away_96
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,1,True,J03WQQ_Away_98
DFL-OBJ-002G5J,DFL-CLU-00000P,Home,Midfielder,2,False,J03WQQ_Away_98
DFL-OBJ-J01PRP,DFL-CLU-00000H,Away,Defender,2,False,J03WQQ_Away_98
DFL-OBJ-00008K,DFL-CLU-00000P,Home,Unknown,0,False,J03WQQ_Away_99
DFL-OBJ-002GNL,DFL-CLU-00000H,Away,Defender,2,False,J03WQQ_Away_99
DFL-OBJ-0026RH,DFL-CLU-00000P,Home,Unknown,1,False,J03WQQ_Home_10
DFL-OBJ-002GN4,DFL-CLU-00000H,Away,Defender,1,False,J03WQQ_Home_10
DFL-OBJ-J0157X,DFL-CLU-00000H,Away,Unknown,1,False,J03WQQ_Home_10
DFL-OBJ-002G5J,DFL-CLU-00000P,Home,Midfielder,4,True,J03WQQ_Home_10
DFL-OBJ-J01KJ5,DFL-CLU-00000P,Home,Midfielder,1,True,J03WQQ_Home_102
DFL-OBJ-J01PRP,DFL-CLU-00000H,Away,Defender,1,True,J03WQQ_Home_105
DFL-OBJ-J0157X,DFL-CLU-00000H,Away,Unknown,1,False,J03WQQ_Home_106
DFL-OBJ-00008K,DFL-CLU-00000P,Home,Unknown,0,False,J03WQQ_Home_108
DFL-OBJ-002G5J,DFL-CLU-00000P,Home,Midfielder,2,True,J03WQQ_Home_108
DFL-OBJ-0000NZ,DFL-CLU-00000P,Home,Defender,1,True,J03WQQ_Home_110
DFL-OBJ-002FZR,DFL-CLU-00000H,Away,Forward,1,False,J03WQQ_Home_112
DFL-OBJ-002GM9,DFL-CLU-00000P,Home,Defender,2,False,J03WQQ_Home_112
DFL-OBJ-002GM1,DFL-CLU-00000P,Home,Unknown,1,True,J03WQQ_Home_113
DFL-OBJ-0026V5,DFL-CLU-00000H,Away,Unknown,1,True,J03WQQ_Home_117
DFL-OBJ-002GNL,DFL-CLU-00000H,Away,Defender,1,False,J03WQQ_Home_122
DFL-OBJ-0000NZ,DFL-CLU-00000P,Home,Defender,1,False,J03WQQ_Home_125
DFL-OBJ-0027QN,DFL-CLU-00000H,Away,Unknown,1,False,J03WQQ_Home_125
DFL-OBJ-0028FW,DFL-CLU-00000P,Home,Goalkeeper,1,False,J03WQQ_Home_125
DFL-OBJ-002GM1,DFL-CLU-00000P,Home,Unknown,1,False,J03WQQ_Home_125
DFL-OBJ-002GM9,DFL-CLU-00000P,Home,Defender,1,True,J03WQQ_Home_125
DFL-OBJ-002GMO,DFL-CLU-00000P,Home,Defender,1,False,J03WQQ_Home_125
DFL-OBJ-0002EL,DFL-CLU-00000H,Away,Midfielder,2,False,J03WQQ_Home_125
DFL-OBJ-0026RH,DFL-CLU-00000P,Home,Unknown,3,False,J03WQQ_Home_125
DFL-OBJ-002FZR,DFL-CLU-00000H,Away,Forward,4,False,J03WQQ_Home_125
DFL-OBJ-J0157X,DFL-CLU-00000H,Away,Unknown,5,True,J03WQQ_Home_125
DFL-OBJ-J01PRP,DFL-CLU-00000H,Away,Defender,6,True,J03WQQ_Home_125
DFL-OBJ-002GM1,DFL-CLU-00000P,Home,Unknown,2,True,J03WQQ_Home_126
DFL-OBJ-J0157X,DFL-CLU-00000H,Away,Unknown,3,False,J03WQQ_Home_126
DFL-OBJ-J01PRP,DFL-CLU-00000H,Away,Defender,4,False,J03WQQ_Home_126
DFL-OBJ-002GIY,DFL-CLU-00000H,Away,Unknown,1,False,J03WQQ_Home_128
DFL-OBJ-002GN4,DFL-CLU-00000H,Away,Defender,1,False,J03WQQ_Home_13
DFL-OBJ-J0157X,DFL-CLU-00000H,Away,Unknown,2,False,J03WQQ_Home_13
DFL-OBJ-002GM9,DFL-CLU-00000P,Home,Defender,1,False,J03WQQ_Home_130
DFL-OBJ-0000NZ,DFL-CLU-00000P,Home,Defender,1,True,J03WQQ_Home_136
DFL-OBJ-002GMO,DFL-CLU-00000P,Home,Defender,2,False,J03WQQ_Home_136
DFL-OBJ-0027QN,DFL-CLU-00000H,Away,Unknown,1,False,J03WQQ_Home_138
DFL-OBJ-002GM1,DFL-CLU-00000P,Home,Unknown,2,False,J03WQQ_Home_138
DFL-OBJ-002FZR,DFL-CLU-00000H,Away,Forward,1,False,J03WQQ_Home_143
DFL-OBJ-J014L2,DFL-CLU-00000H,Away,Unknown,1,False,J03WQQ_Home_143
DFL-OBJ-0000NZ,DFL-CLU-00000P,Home,Defender,1,False,J03WQQ_Home_148
DFL-OBJ-J0157X,DFL-CLU-00000H,Away,Unknown,2,False,J03WQQ_Home_152
DFL-OBJ-0026V5,DFL-CLU-00000H,Away,Unknown,1,False,J03WQQ_Home_154
